COUNTRY,DEPLOYMENT DATE,DEPLOYMENT LAT,DEPLOYMENT LON,LAST LOCATION DATE,MODEL,NAME,NETWORKS,OBSERVING NETWORKS,PROGRAM,REF,SERIAL NUMBER,STATUS,TYPE
France,2008-01-23T00:00:00,43.01,5.99,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957,97,CLOSED,Glider
France,2014-08-14T07:08:35,43.106,5.884,,Slocum G1,eudoxus,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800950_009,136,CLOSED,Glider
France,2014-01-08T14:01:27,42.9902,5.9906,,Slocum G1,eudoxus,"MOOSE, OceanGliders, PERSEUS",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800950_007,136,CLOSED,Glider
France,2017-01-12T10:01:34,43.6647,7.2775,,Slocum,crate,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800451,245,CLOSED,Glider
France,2010-08-09T00:00:00,43.03,5.95,,Slocum G1,wallis,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6100869_001,0,CLOSED,Glider
France,2007-01-18T00:00:00,43.107,5.894,2007-03-29T14:46:59,Slocum G2,coprolite,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800973_001,unit_331,CLOSED,Glider
France,2011-11-29T21:00:00,42.9858,5.9895,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_010,97,CLOSED,Glider
France,2012-09-05T08:09:36,42.992,5.988,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_008,97,CLOSED,Glider
France,2008-01-23T00:00:00,42.99,5.99,,Slocum G2,bellamite,"COST ACTION EGO, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800972_001,unit_330,CLOSED,Glider
France,2012-11-14T09:11:16,43.6622,7.3093,2012-12-19T14:43:10,Slocum G1,bonpland,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP27055964,142,CLOSED,Glider
France,2012-05-02T16:05:10,43.474,7.6208,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_011,124,CLOSED,Glider
France,2012-09-10T14:09:09,43.6633,7.3163,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_009,124,CLOSED,Glider
France,2009-10-28T00:00:00,43.64,7.28,,Slocum,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_004,124,CLOSED,Glider
France,2016-05-20T09:05:19,43.6661,7.3464,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_016,124,CLOSED,Glider
France,2013-03-27T15:03:51,43.6526,7.2786,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_014,124,CLOSED,Glider
France,2015-03-19T14:03:07,43.0185,5.7523,,Slocum G1,nearchos,"MOOSE, OceanGliders, PERSEUS",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800952,127,CLOSED,Glider
France,2010-05-28T00:00:00,43.66,7.33,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_014,133,CLOSED,Glider
France,2014-11-15T22:11:18,42.3955,4.5019,,Slocum G1,milou,"MOOSE, OceanGliders, PERSEUS",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_003,133,CLOSED,Glider
France,2011-03-03T09:00:00,42.4813,3.1359,,Slocum G1,136,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800950_002,136,CLOSED,Glider
France,2015-09-08T09:09:00,43.659,7.307,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_003,97,CLOSED,Glider
France,2020-01-30T14:01:32,43.2638,4.8505,2020-03-01T08:49:16,Slocum G2,crate,"Boundary Ocean Observing Network, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800451_001,245,CLOSED,Glider
France,2009-09-03T00:00:00,43.03,5.98,,Slocum G1,himilcon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801501_007,98,CLOSED,Glider
France,2021-12-13T00:00:00,42.9,5.9,2022-03-15T22:47:48,Seaglider,conti,"Boundary Ocean Observing Network, MOOSE, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800455_001,SG508,OPERATIONAL,Glider
France,2022-01-19T11:16:00,43.64,7.3,2022-02-04T11:53:50,Seaexplorer,kraken,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801500_004,SEA041,CLOSED,Glider
France,2007-12-29T00:00:00,43.25,5.56,,Slocum,pytheas,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,6801504_005,000,CLOSED,Glider
France,2018-02-15T12:02:08,43.6504,7.2998,,Slocum G1,potame,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801503_003,070,CLOSED,Glider
France,2010-06-03T00:00:00,43.04,6.01,,Slocum G1,wallis,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6100869_002,0,CLOSED,Glider
France,2014-01-30T09:01:38,43.2719,4.8699,,Slocum G1,tenuse,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800953_007,173,CLOSED,Glider
France,2010-08-26T00:00:00,42.52,3.44,,Slocum G1,tenuse,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800953_001,173,CLOSED,Glider
France,2016-06-07T08:06:40,43.0185,5.7565,,Slocum,crate,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800451_004,245,CLOSED,Glider
France,2012-03-20T10:03:49,42.986,5.993,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_009,97,CLOSED,Glider
France,2013-06-20T11:06:44,43.663,7.296,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_005,97,CLOSED,Glider
France,2019-01-21T09:01:20,42.982,5.922,,Slocum G1,himilcon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801501_002,098,CLOSED,Glider
France,2013-01-18T18:01:44,42.9927,5.9967,2013-03-13T13:19:25,Slocum,campe,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP198321224,176,CLOSED,Glider
France,2018-08-21T15:08:22,43.1063,5.9142,2018-10-26T06:19:20,Slocum G1,bonpland,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP-95315670,142,CLOSED,Glider
France,2021-01-27T16:01:13,43.625,7.4827,,Slocum G1,tintin,"Boundary Ocean Observing Network, MOOSE, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_026,124,CLOSED,Glider
France,2011-09-21T00:00:00,43.66,7.3,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_010,124,CLOSED,Glider
France,2018-01-10T16:01:54,43.1063,5.8843,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_018,124,CLOSED,Glider
France,2015-12-18T14:12:50,41.6345,-70.5345,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_017,124,CLOSED,Glider
France,2014-10-16T09:10:04,43.0179,5.7625,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_016,133,CLOSED,Glider
France,2013-09-20T14:09:47,43.6446,7.2941,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_002,133,CLOSED,Glider
France,2009-07-06T00:00:00,43.08,5.96,,Slocum,eudoxus,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800950,000,CLOSED,Glider
France,2021-05-12T08:05:35,43.6794,7.3658,2021-06-13T23:09:56,Seaexplorer,kraken,"Boundary Ocean Observing Network, MOOSE, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP-1637304065,SEA041,CLOSED,Glider
France,2016-03-15T10:03:28,43.667,7.303,,Slocum G1,hannon,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_001,97,CLOSED,Glider
France,2015-05-04T09:05:23,43.649,7.301,,Slocum G1,himilcon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801501_003,098,CLOSED,Glider
France,2021-02-23T11:02:00,43.6575,7.3138,2021-03-17T09:13:23,Seaexplorer,kraken,"Boundary Ocean Observing Network, MOOSE, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801500_002,SEA041,CLOSED,Glider
France,2012-07-10T00:00:00,42.98,5.99,,Slocum G1,tenuse,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,6800953_009,173,CLOSED,Glider
France,2012-08-22T09:08:16,25.6024,-35.8983,,Slocum,crate,"AtlantOS, MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800451_003,245,CLOSED,Glider
France,2012-01-11T10:01:46,43.674,7.3119,2012-01-25T06:47:41,Slocum G1,bonpland,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP-188131666,142,CLOSED,Glider
France,2012-11-16T13:11:41,42.9882,6.0053,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_012,124,CLOSED,Glider
France,2009-07-15T00:00:00,43.7,7.31,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_007,124,CLOSED,Glider
France,2020-06-25T14:06:42,42.9178,6.199,2020-07-02T09:31:56,Slocum G2,theque,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800453,246,CLOSED,Glider
France,2010-08-11T00:00:00,43.11,5.88,,Slocum G1,tintin,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_025,124,CLOSED,Glider
France,2011-04-21T00:00:00,43.7,7.31,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_021,124,CLOSED,Glider
France,2013-07-18T11:07:11,43.6465,7.2907,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_019,133,CLOSED,Glider
France,2011-07-11T10:00:00,43.67,7.3099,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_006,133,CLOSED,Glider
France,2009-03-03T00:00:00,43.09,5.92,,Slocum G1,nearchos,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800952_005,127,CLOSED,Glider
France,2019-10-08T09:10:20,43.0092,5.8301,,Slocum G1,bonpland,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,1800956_009,142,CLOSED,Glider
France,2021-03-25T10:03:38,43.6949,7.3656,2021-05-26T17:18:58,Seaexplorer,kraken,"Boundary Ocean Observing Network, MOOSE, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801500_003,SEA041,CLOSED,Glider
France,2016-03-01T12:03:53,43.663,7.295,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_002,97,CLOSED,Glider
France,2011-05-30T16:00:00,43.004,5.988,,Slocum G1,himilcon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801501_006,98,CLOSED,Glider
France,2012-09-05T10:09:36,42.9983,5.9861,2012-11-16T02:30:43,Slocum,campe,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP278951913,176,CLOSED,Glider
France,2014-11-12T12:11:05,43.647,7.29,,Slocum G1,himilcon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801501_005,098,CLOSED,Glider
France,2012-07-10T00:00:00,42.98,5.99,,Slocum,crate,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800451_005,245,CLOSED,Glider
France,2008-01-24T00:00:00,43,5.99,,Slocum G2,coprolite,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800973_002,unit_331,CLOSED,Glider
France,2007-01-18T00:00:00,43.1069,5.8944,2007-03-28T18:06:42,Slocum G2,bellamite,"COST ACTION EGO, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800972,unit_330,CLOSED,Glider
France,2012-08-28T14:08:59,43.6703,7.3175,2012-08-31T14:34:54,Slocum G1,bonpland,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP-800507816,142,CLOSED,Glider
France,2012-06-13T08:06:32,43.6663,7.2999,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_013,124,CLOSED,Glider
France,2009-10-14T00:00:00,43.68,7.31,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_013,133,CLOSED,Glider
France,2010-07-20T00:00:00,43.11,5.88,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_012,133,CLOSED,Glider
France,2014-07-23T09:07:25,43.0343,5.9926,,Slocum G1,milou,"MOOSE, OceanGliders, PERSEUS",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_001,133,CLOSED,Glider
France,2016-04-28T13:04:35,43.1061,5.8845,,Slocum,campe,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,5800970_006,176,CLOSED,Glider
France,2021-03-03T08:03:57,42.9207,6.2545,,Slocum G2,crate,"Boundary Ocean Observing Network, MOOSE, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800451_007,245,CLOSED,Glider
France,2018-06-20T00:00:00,42.97,5.87,,Seaglider,conti,"Boundary Ocean Observing Network, MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800455,SG508,CLOSED,Glider
France,2009-01-25T00:00:00,43,5.99,,Slocum G1,wallis,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6100869_003,0,CLOSED,Glider
France,2013-02-25T10:02:46,43.6989,7.3164,2013-03-04T11:08:12,Slocum G1,bonpland,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP-779293831,142,CLOSED,Glider
France,2015-05-28T08:05:29,43.6504,7.2961,2015-06-25T12:07:17,Slocum G1,bonpland,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP1393228470,142,CLOSED,Glider
France,2009-06-11T00:00:00,43.7,7.31,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_006,124,CLOSED,Glider
France,2009-09-09T00:00:00,43.54,7.3,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_015,133,CLOSED,Glider
France,2011-10-21T00:00:00,43.6771,7.317,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_004,133,CLOSED,Glider
France,2015-01-13T14:01:35,43.109,5.8935,,Slocum,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951,133,CLOSED,Glider
France,2019-05-16T09:05:52,42.9515,6.2649,,Slocum,campe,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,5800970_007,176,CLOSED,Glider
France,2010-03-10T00:00:00,43.1074,5.8942,,Slocum G1,campe,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,5800970_001,176,CLOSED,Glider
France,2013-04-24T09:04:06,43.077,5.2139,,Slocum G1,eudoxus,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800950_006,136,CLOSED,Glider
France,2020-03-12T12:03:23,43.6773,7.3019,2020-06-02T23:45:55,Slocum G2,theque,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,TMP28565546,246,CLOSED,Glider
France,2008-01-24T00:00:00,43.02,5.99,,Slocum G1,himilcon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801501_008,98,CLOSED,Glider
France,2008-01-29T00:00:00,42.49,3.18,,Slocum G1,potame,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,6801503_001,070,CLOSED,Glider
France,2015-02-03T14:02:52,43.1056,5.8838,,Slocum G1,tenuse,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800953_002,173,CLOSED,Glider
France,2019-03-11T00:00:00,43.648,7.329,2019-05-14T07:47:22,Seaexplorer,kraken,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801500_101,sea041,CLOSED,Glider
France,2019-01-31T09:49:44,43.695,7.312,2019-02-18T01:34:04,Seaexplorer,kraken,"Boundary Ocean Observing Network, MOOSE, Ocean Health and Ecosystem, OceanGliders, Water Transformation",OceanGliders,Mediteranean Ocean Observing System for the Environment,6801500_001,sea041,CLOSED,Glider
France,2020-10-13T12:10:56,43.6394,7.3009,2020-12-02T01:43:48,Slocum G1,bonpland,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800956_004,142,CLOSED,Glider
France,2010-06-28T00:00:00,43.02,5.98,,Slocum G1,hannon,OceanGliders,OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_012,97,CLOSED,Glider
France,2012-11-20T11:11:24,42.983,5.988,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_007,97,CLOSED,Glider
France,2013-01-18T10:01:48,42.988,5.993,,Slocum G1,hannon,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,1800957_006,97,CLOSED,Glider
France,2012-01-25T10:01:46,43.6697,7.2963,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_008,124,CLOSED,Glider
France,2015-04-10T08:04:15,42.9471,6.2439,,Slocum G1,tintin,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800954_002,124,CLOSED,Glider
France,2011-03-10T00:00:00,42.48,3.19,,Slocum G1,nearchos,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800952_003,127,CLOSED,Glider
France,2009-08-06T00:00:00,43.7,7.31,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_020,133,CLOSED,Glider
France,2009-11-17T00:00:00,43.69,7.31,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_011,133,CLOSED,Glider
France,2010-11-17T00:00:00,43.67,7.29,,Slocum G1,milou,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,6800951_010,133,CLOSED,Glider
France,2016-02-01T09:02:37,43.6559,7.3073,,Slocum G1,campe,"MOOSE, OceanGliders",OceanGliders,Mediteranean Ocean Observing System for the Environment,5800970_005,176,CLOSED,Glider
